ILN	ELN	Name der Einrichtung	ISIL
2012	HDBSMU	Universität Heidelberg, Musikwissenschaftliches Seminar	DE-16-28
2012	HDBSOG	Universität Heidelberg, Seminar für Osteuropäische Geschichte	DE-16-101
2012	HDBSOR	Universität Heidelberg, Seminar für Sprachen und Kulturen des Vorderen Orients	DE-16-36
2012	HDBSPG	Universität Heidelberg, Institut für Fränkisch-Pfälzische Geschichte und Landeskunde	DE-16-54
2012	HDBSPI	Universität Heidelberg, Philosophisches Seminar	DE-16-12
2012	HDBSPS	Bibliothek des Psychologischen Instituts der Universität Heidelberg	DE-16-62
2012	HDBSPY	Universität Heidelberg, Bereichsbibliothek Physik und Astronomie	DE-16-108
2012	HDBSRO	Universität Heidelberg, Romanisches Seminar	DE-16-143
2012	HDBSSA	Universität Heidelberg, Südasien-Institut	DE-16-77
2012	HDBSSC	Universität Heidelberg, Historisches Seminar, Schurmann-Bibliothek für Amerikan. Geschichte	DE-16-145
2012	HDBSOA	Centre for Asian and Transcultural Studies (CATS),  Abteilung Ostasien	DE-16-122
2012	HDBSSL	Universität Heidelberg, Slavisches Institut	DE-16-64
2012	HDBSSP	Universität Heidelberg, Institut für Sport und Sportwissenschaft	DE-16-55
2012	HDBSST	Universität Heidelberg, Studienkolleg	DE-16-99
2012	HDBSUG	Akademie für Gesundheitsberufe Heidelberg gGmbH 	DE-16-153
2012	HDBSUS	Radiologische Universitäts-Klinik Heidelberg	DE-16-51
2012	HDBSUT	Universität Heidelberg, Klinik für Allgemeine Innere Medizin und Psychosomatik	DE-16-65
2012	HDBSUY	Universität Heidelberg, Psychiatrische Klinik	DE-16-19
2012	HDBSVR	Universität Heidelberg, Institut für Deutsches und Europäisches Verwaltungsrecht	DE-16-149
2012	HDBSWS	Universität Heidelberg, Campus-Bibliothek Bergheim	DE-16-160
2012	HDBSWT	Fakultätsbibliothek Theologie	DE-16-32
2012	HDBSYU	Universität Heidelberg, Institut für Papyrologie	DE-16-106
2012	HDBSZL	Universität Heidelberg, Zentrales Sprachlabor, Studienbegleitende Fremdsprachenausbildung	DE-16-107
2012	HDBSZP	Universität Heidelberg, Zentrum für Psychosoziale Medizin	DE-16-156
2013	HDHB	Universitätsbibliographie der Universität Heidelberg	DE-16-250
2014	KAU002	Karlsruher Institut für Technologie (KIT), Engler-Bunte-Institut	DE-90-2
2014	KAU004	Karlsruher Institut für Technologie (KIT), Fachbibliothek Hochschule Karlsruhe - Technik und Wirtschaft	DE-90-4
2014	KAU005	Karlsruher Institut für Technologie (KIT), Mathematische Bibliothek	DE-90-5
2014	KAU007	Karlsruher Institut für Technologie (KIT), Institut für Analysis / Lehrstuhl Prof. Plum	DE-90-7
2014	KAU008	Karlsruher Institut für Technologie (KIT), Fachbibliothek der Dualen Hochschule Baden-Württemberg Karlsruhe (FBD)	DE-90-8
2014	KAU014	Karlsruher Institut für Technologie (KIT), Institut für Mechanik	DE-90-14
2014	KAU019	Karlsruher Institut für Technologie (KIT), Laboratorium für Elektronenmikroskopie	DE-90-19
2014	KAU021	Karlsruher Institut für Technologie (KIT), Laboratorium für Applikationen der Synchrotronstrahlung (LAS)	DE-90-21
2014	KAU022	Karlsruher Institut für Technologie (KIT), Institut für Experimentelle Kernphysik	DE-90-22
2014	KAU025	Karlsruher Institut für Technologie (KIT), Institut für Theoretische Physik	DE-90-25
2014	KAU026	Karlsruher Institut für Technologie (KIT), Institut für Theoretische Teilchenphysik	DE-90-26
2014	KAU027	Karlsruher Institut für Technologie (KIT), TKM-TFP-Bibliothek	DE-90-27
2014	KAU029	Institut für Meteorologie und Klimaforschung, Karlsruhe	DE-90-29
2014	KAU030	Karlsruher Institut für Technologie (KIT), Geophysikalisches Institut	DE-90-30
2014	KAU035	Karlsruher Institut für Technologie (KIT), Institut für Physikalische Chemie	DE-90-35
2014	KAU062	Karlsruher Institut für Technologie (KIT), Materialbibliothek Architektur	DE-90-62
2014	KAU066	Karlsruher Institut für Technologie (KIT), Bibliothek der Fakultät für Architektur	DE-90-66
2014	KAU067	Karlsruher Institut für Technologie (KIT), Institut Kunst- und Baugeschichte, Fachgebiet Baugeschichte	DE-90-67
2014	KAU070	Karlsruher Institut für Technologie (KIT), Institut Entwerfen von Stadt und Landschaft, Fachgebiet Städtebau	DE-90-70
2014	KAU071	Karlsruher Institut für Technologie (KIT), Institut Entwerfen, Kunst und Theorie, Fachgebiet Gebäudelehre	DE-90-71
2014	KAU072	Karlsruher Institut für Technologie (KIT), Institut Entwerfen, Kunst und Theorie, Fachgebiet Grundlagen der Architektur	DE-90-72
2014	KAU074	Karlsruher Institut für Technologie (KIT), Inst. Entwerfen und Bautechnik, Fachgebiet Tragkonstruktionen	DE-90-74
2014	KAU076	Karlsruher Institut für Technologie (KIT), Inst. Entwerfen und Bautechnik, Fachgebiet Baukonstruktion	DE-90-76
2014	KAU077	Karlsruher Institut für Technologie (KIT),Inst. Entwerfen von Stadt und Landschaft, Fachgebiet Landschaftsarchitektur	DE-90-77
2014	KAU078	Karlsruher Institut für Technologie (KIT), Inst. Entwerfen, Kunst und Theorie, Fachgebiet Bildende Künste	DE-90-78
2014	KAU079	Karlsruher Institut für Technologie (KIT), Institut für Wasser und Gewässerentwicklung	DE-90-79
2014	KAU080	Karlsruher Institut für Technologie (KIT), Institut für Straßen- und Eisenbahnwesen  /Abt. Eisenbahnwesen	DE-90-80
2014	KAU081	Karlsruher Institut für Technologie (KIT), Institut für Hydromechanik	DE-90-81
2014	KAU082	Karlsruher Institut für Technologie (KIT), Versuchsanstalt für Stahl, Holz und Steine / Abt. Stahl- Leichtmetall	DE-90-82
2014	KAU083	Karlsruher Institut für Technologie (KIT), Versuchsanstalt für Stahl, Holz und Steine  /Abt. Ingenieurholzbau...	DE-90-83
2014	KAU084	Karlsruher Institut für Technologie (KIT), Institut für Bodenmechanik und Felsmechanik	DE-90-84
2014	KAU085	Karlsruher Institut für Technologie (KIT), Institut für Technologie und Management  im Baubetrieb	DE-90-85
2014	KAU086	Karlsruher Institut für Technologie (KIT), Institut für Straßen- und Eisenbahnwesen / Abt. Straßenwesen	DE-90-86
2014	KAU087	Karlsruher Institut für Technologie (KIT), Institut für Verkehrswesen	DE-90-87
2014	KAU088	Karlsruher Institut für Technologie (KIT), Institut für Massivbau und Baustofftechnologie / MPA Karlsruhe	DE-90-88
2014	KAU090	Karlsruher Institut für Technologie (KIT), Institut für Baustatik	DE-90-90
2014	KAU099	Karlsruher Institut für Technologie (KIT), Institut für Mess- und Regelungstechnik mit Maschinenlaboratorium	DE-90-99
2014	KAU101	Karlsruher Institut für Technologie (KIT), Institut für Technische Thermodynamik und Kältetechnik	DE-90-101
2014	KAU108	Karlsruher Institut für Technologie (KIT), Institut für Strömungslehre	DE-90-108
2014	KAU111	Karlsruher Institut für Technologie (KIT), Institut für Thermische Strömungsmaschinen	DE-90-111
2014	KAU113	Karlsruher Institut für Technologie (KIT), Institut für Produktentwicklung	DE-90-113
2014	KAU116	Karlsruher Institut für Technologie (KIT), Institut für Fördertechnik und Logistiksysteme	DE-90-116
2014	KAU117	Karlsruher Institut für Technologie (KIT), Institut für Thermische Verfahrenstechnik	DE-90-117
2014	KAU123	Karlsruher Institut für Technologie (KIT), Institut für Produktionstechnik (wbk)	DE-90-123
2014	KAU127	Karlsruher Institut für Technologie (KIT), Forschungstelle für Brandschutztechnik am Engler-Bunte-Institut	DE-90-127
2014	KAU128	Karlsruher Institut für Technologie (KIT), Institut für Mikro- und Nanolektronische Systeme	DE-90-128
2014	KAU130	Karlsruher Institut für Technologie (KIT), Institut für Regelungs- und Steuerrungssysteme	DE-90-130
2014	KAU133	Karlsruher Institut für Technologie (KIT), Elektrotechnisches Institut	DE-90-133
2014	KAU134	Karlsruher Institut für Technologie (KIT), Institut für Elektroenergiesysteme und Hochspannungstechnik	DE-90-134
2014	KAU135	Karlsruher Institut für Technologie (KIT), Institut für Photonik und Quantenelektronik	DE-90-135
2014	KAU137	Universtität Karlsruhe, Institut für Technik der Informationsverarbeitung	DE-90-137
2014	KAU139	Karlsruher Institut für Technologie (KIT), Lichttechnisches Institut	DE-90-139
2014	KAU144	Karlsruher Institut für Technologie (KIT), Studienkolleg für Ausländische Studierende	DE-90-144
2014	KAU147	Karlsruher Institut für Technologie (KIT), Institut für Regionalwissenschaft	DE-90-147
2014	KAU148	Karlsruher Institut für Technologie (KIT), Bibliothek der Fakultät für Informatik	DE-90-148
2014	KAU155	Karlsruher Institut für Technologie (KIT), Inst. Entwerfen und Bautechnik, Fachgebiet Bauphysik und Technischer Ausbau 	DE-90-155
2014	KAU156	Karlsruher Institut für Technologie (KIT), Inst. Entwerfen, Kunst und Theorie, Fachgebiet Bauplanung	DE-90-156
2014	KAU159	Karlsruher Institut für Technologie (KIT), Institut für Industrielle Informationstechnik	DE-90-159
2014	KAU170	Karlsruher Institut für Technologie (KIT), Institut für Arbeitswissenschaft und Betriebsorganisation	DE-90-170
2014	KAU174	Karlsruher Institut für Technologie (KIT), Institut für Angewandte Materialien / Keramik im Maschinenbau	DE-90-174
2014	KAU179	Karlsruher Institut für Technologie (KIT), Institut für Telematik	DE-90-179
2014	KAU181	Karlsruher Institut für Technologie (KIT), Zentrum für Information und Beratung (ZIB)	DE-90-181
2014	KAU184	Karlsruher Institut für Technologie (KIT), Studienzentrum für Sehgeschädigte	DE-90-184
2014	KAU186	Karlsruher Institut für Technologie (KIT), Zentrum f. Angewandte Kulturwissenschaft u. Studium Generale	DE-90-186
2014	KAU191	Karlsruher Institut für Technologie (KIT), Arbeitsstelle Bertolt Brecht am Institut für Literaturwissenschaft	DE-90-191
2014	KAU198	Karlsruher Institut für Technologie (KIT), Südwestdeutsches Archiv für Architektur und Ingenieurbau	DE-90-198
2014	KAU199	Fernstudienzentrum der Karlsruher Institut für Technologie (KIT)	DE-90-199
2014	KAU209	Universität Karslruhe, Inst. f. Informationswirtschaft u. -management / Informationsbetriebswirtschaftslehre	DE-90-209
2014	KAU212	Karlsruher Institut für Technologie (KIT), Institut für Angewandte Materialien / Zuverlässigkeit von Bauteilen und Systemen	DE-90-212
2014	KAU215	Karlsruher Institut für Technologie (KIT), Sprachenzentrum	DE-90-215
2014	KAU221	KIT-Bibliothek, Bibliothek des Instituts für Entwerfen, Kunst und Theorie, Fachgebiet Architekturtheorie	DE-90-221
2014	KAU300	Karlsruher Institut für Technologie (KIT), Institut für Technikfolgenabschätzung und Systemanalyse, Bibliothek	DE-90-300
2014	KAUB	Karlsruher Institut für Technologie (KIT) - KIT-Bibliothek	DE-90
2015	S1UB	Universitätsbibliothek Stuttgart	DE-93
2016	S1U002	Universität Stuttgart, Institut für Funktionelle Materie und Quantentechnologien	DE-93-2
2016	S1U024	Universität Stuttgart, Institut für Industriebau, Entwerfen und Konstruieren	DE-93-24
2016	S1U026	Universität Stuttgart, Institut für Leichtbau, Entwerfen und Konstruieren, Bibliothek Pfaffenwaldring 7	DE-93-26
2016	S1U028	Universität Stuttgart, Institut für Biomaterialien und Biomolekulare Systeme	DE-93-28
2016	S1U029	Universität Stuttgart, Institut für Anorganische Chemie	DE-93-29
2016	S1U030	Universität Stuttgart, Institut für Organische Chemie	DE-93-30
2016	S1U031	Universität Stuttgart, Institut für Physikalische Chemie	DE-93-31
2016	S1U032	Universität Stuttgart, Institut für Eisenbahn- und Verkehrswesen	DE-93-32
2016	S1U034	Universität Stuttgart, Institut für Automatisierungs- und Softwaretechnik	DE-93-34
2016	S1U035	Universität Stuttgart, Institut für Elektrische Energieumwandlung	DE-93-35
2016	S1U036	Universität Stuttgart, Institut für Intelligente Sensorik und Theoretische Elektrotechnik (IIS)	DE-93-36
2016	S1U037	Universität Stuttgart, Institut für Nachrichtenübertragung	DE-93-37
2016	S1U038	Universität Stuttgart, Institut für Fördertechnik und Logistik	DE-93-38
2016	S1U039	Universität Stuttgart, Institut für Aerodynamik und Gasdynamik	DE-93-39
2016	S1U040	Universität Stuttgart, Institut für Wohnen und Entwerfen	DE-93-40
2016	S1U041	Universität Stuttgart, Geodätisches Institut	DE-93-41
2016	S1U044	Universität Stuttgart, Institut für Technische Verbrennung	DE-93-44
2016	S1U045	Universität Stuttgart, Institut für Fahrzeugtechnik	DE-93-45
2016	S1U046	Universität Stuttgart, Institut für Kunstgeschichte	DE-93-46
2016	S1U048	Universität Stuttgart, Institut für Maschinenelemente	DE-93-48
2016	S1U049	Universität Stuttgart, Institut für Thermische Strömungsmaschinen und Maschinenlaboratorium	DE-93-49
2016	S1U052	Universitätsbibliothek Stuttgart, Bereichsbibliothek Physik	DE-93-52
2016	S1U053	Universität Stuttgart, Institut für Mechanik (Bauwesen)	DE-93-53
2016	S1U054	Universität Stuttgart, Institut für Elektrische u. Optische Nachrichtentechnik	DE-93-54
2016	S1U059	Universität Stuttgart, Institut für Raumordnung u. Entwicklungsplanung	DE-93-59
2016	S1U060	Universität Stuttgart, Institut für Tragkonstruktionen u. Konstruktives Entwerfen	DE-93-60
2016	S1U065	Universität Stuttgart, Inst. f. Strömungsmechanik u. Hydraul. Strömungsmaschinen	DE-93-65
2016	S1U066	Universität Stuttgart, Institut für Werkzeugmaschinen	DE-93-66
2016	S1U068	Universität Stuttgart, Institut für Darstellen u. Gestalten	DE-93-68
2016	S1U069	Universität Stuttgart, Institut für Mikrointegration	DE-93-69
2016	S1U082	Universität Stuttgart, Institut für Industrielle Fertigung u. Fabrikbetrieb	DE-93-82
2016	S1U083	Universität Stuttgart, Institut für Nichtlineare Mechanik	DE-93-83
2016	S1U086	Universität Stuttgart, Institut für Photovoltaik	DE-93-86
2016	S1U088	Universität Stuttgart, Institut für Flugzeugbau	DE-93-88
2016	S1U089	Universität Stuttgart, Institut für Energieübertragung u. Hochspannungstechnik	DE-93-89
2016	S1U094	Universität Stuttgart, Bibliothek der Institute für Linguistik und Literaturwissenschaft	DE-93-94
2016	S1U095	Universität Stuttgart, Institut für Chemische Verfahrenstechnik	DE-93-95
2016	S1U096	Universität Stuttgart, Institut für Thermodynamik der Luft- u. Raumfahrt	DE-93-96
2016	S1U097	Universität Stuttgart, Grenzflächenverfahrenstechnik und Plasmatechnologie	DE-93-97
2016	S1U098	Universität Stuttgart, Institut für Feuerungs- und Kraftwerkstechnik	DE-93-98
2016	S1U099	Universität Stuttgart, Institut für Thermodynamik u. Wärmetechnik	DE-93-99
2016	S1U100	Universität Stuttgart, Bibliothek des Instituts für Werkstoffe im Bauwesen (IWB) und der MPA, Otto-Graf-Institut	DE-93-100
2016	S1U102	Universität Stuttgart, Institut f. Siedlungswasserbau, Wassergüte- u. Abfallwirtschaft	DE-93-102
2016	S1U103	Universität Stuttgart, Institut für Baustatik und Baudynamik	DE-93-103
2016	S1U104	Universität Stuttgart, Betriebswirtschaftliches Institut - BWI-Bibliothek	DE-93-104
2016	S1U106	Universität Stuttgart, Institut für Philosophie	DE-93-106
2016	S1U107	Universität Stuttgart, Institut für Umformtechnik	DE-93-107
2016	S1U108	Universität Stuttgart, Institut für Straßen- und Verkehrswesen	DE-93-108
2016	S1U110	Universität Stuttgart, Institut für Geotechnik	DE-93-110
2016	S1U114	Universität Stuttgart, Historisches Institut	DE-93-114
2016	S1U123	Universität Stuttgart, Institut für Baustofflehre, Bauphysik, Gebäudetechnologie und Entwerfen	DE-93-123
2016	S1U124	Universität Stuttgart, Institut für Bauökonomie	DE-93-124
2016	S1U125	Universität Stuttgart, Institut für Grundlagen moderner Architektur und Entwerfen	DE-93-125
2016	S1U126	Universität Stuttgart, Institut für Grundlagen der Planung in der Architektur	DE-93-126
2016	S1U127	Universität Stuttgart, Institut für Öffentliche Bauten und Entwerfen	DE-93-127
2016	S1U129	Universität Stuttgart, Institut für Landschaftsplanung und Ökologie	DE-93-129
2016	S1U131	Universität Stuttgart, Institut für Ingenieurgeodäsie 	DE-93-131
2016	S1U132	Universität Stuttgart, Institut für Baubetriebslehre	DE-93-132
2016	S1U133	Universität Stuttgart, Institut für Navigation	DE-93-133
2016	S1U134	Universität Stuttgart, Inst. f. Leichtbau, Entwerfen u. Konstruieren Bibliothek Pfaffenwaldring 14	DE-93-134
2016	S1U136	Universität Stuttgart, Institut für Photogrammetrie	DE-93-136
2016	S1U137	Universität Stuttgart, Institut für Konstruktion und Entwurf	DE-93-137
2016	S1U140	Universität Stuttgart, Institut für Theoretische Chemie	DE-93-140
2016	S1U141	Universität Stuttgart,Institut für Polymerchemie, Lehrstuhl für Makromolekulare Stoffe und Faserchemie	DE-93-141
2016	S1U142	Universität Stuttgart, Institut für Technische Chemie	DE-93-142
2016	S1U145	Universität Stuttgart, Institut für Leistungselektronik und Elektrische Antriebe	DE-93-145
2016	S1U146	Universität Stuttgart, Institut für Kommunikationsnetze u. Rechnersysteme	DE-93-146
2016	S1U147	Universität Stuttgart, Institut für Hochfrequenztechnik	DE-93-147
2016	S1U148	Universität Stuttgart, Institut für Halbleitertechnik	DE-93-148
2016	S1U149	Universität Stuttgart, Institut für Signalverarbeitung und Systemtheorie (ISS)	DE-93-149
2016	S1U150	Universität Stuttgart, Inst. f. Gebäudeenergetik/LS f. Heiz- u. Raumlufttechnik	DE-93-150
2016	S1U151	Universität Stuttgart, Inst. f. Steuerungstechnik d. Werkzeugmasch. u. Fertigungseinricht.	DE-93-151
2016	S1U152	Universität Stuttgart, Institut für Technische Optik	DE-93-152
2016	S1U154	Universität Stuttgart, Institut für Konstruktionstechnik und Technisches Design	DE-93-154
2016	S1U155	Universität Stuttgart, Institut für Technische und Numerische Mechanik	DE-93-155
2016	S1U156	Universität Stuttgart, Institut für Mineralogie und Kristallchemie	DE-93-156
2016	S1U157	Universität Stuttgart, Institut für Geophysik	DE-93-157
2016	S1U162	Universität Stuttgart, Institut f. Luftfahrtantriebe	DE-93-162
2016	S1U163	Universität Stuttgart, Fakultätsbibliothek Luft- u. Raumfahrttechnik und Geodäsie	DE-93-163
2016	S1U164	Universität Stuttgart, Institut für Raumfahrtsysteme	DE-93-164
2016	S1U167	Universität Stuttgart, Physikalisches Institut, 1. Pysikalisches Institut	DE-93-167
2016	S1U168	Universität Stuttgart, Physikalisches Institut, 2. Pysikalisches Institut	DE-93-168
2016	S1U169	Universität Stuttgart, Physikalisches Institut, 3. Pysikalisches Institut	DE-93-169
2016	S1U170	Universität Stuttgart, Physikalisches Institut, 4. Pysikalisches Institut	DE-93-170
2016	S1U171	Universität Stuttgart, Institut für Halbleiteroptik und Funktionelle Grenzflächen	DE-93-171
2016	S1U172	Universität Stuttgart, Institut für Theoretische Physik	DE-92-172
2016	S1U173	Universität Stuttgart, Institut für Mechanische Verfahrenstechnik	DE-93-173
2016	S1U174	Universität Stuttgart, Institut für Systemdynamik und Regelungstechnik	DE-93-174
2016	S1U175	Universität Stuttgart, Inst. f. Techn. Thermodynamik u. Therm. Verfahrenstechnik	DE-93-175
2016	S1U177	Universität Stuttgart, Institut für Kunststofftechnik - Bibliothek Pfaffenwaldring	DE-93-177
2016	S1U178	IZUS / Technische Informations- und Kommunikationsdienste	DE-93-178
2016	S1U179	Universität Stuttgart, Institut für Biomedizinische Technik	DE-93-179
2016	S1U180	Universität Stuttgart, Sprachenzentrum	DE-93-180
2016	S1U182	Universität Stuttgart, Institut für Erziehungswissenschaft (IFE), Abteilung Berufs-, Wirtschafts- und Technikpädagogik (BWT)	DE-93-182
2016	S1U188	Universität Stuttgart, Institut für Raumkonzeptionen und Grundlagen des Entwerfens	DE-93-188
2016	S1U189	Universität Stuttgart, Institut für Biochemie	DE-93-189
2016	S1U194	Universität Stuttgart, Institut für Baukonstruktion, Lehrstuhl 2 für Baukonstruktion, Bautechnologie und Entwerfen	DE-93-194
2016	S1U195	Universität Stuttgart, Masterstudiengang Infrastructure Planning	DE-93-195
2016	S1U197	Universität Stuttgart, Inst. für Statik u. Dynamik d. Luft- u. Raumfahrtkonstruktionen	DE-93-197
2016	S1U198	Universität Stuttgart, Institut für Akustik und Bauphysik -Bibliothek-	DE-93-198
2016	S1U199	Universität Stuttgart, Institut für Mikrobiologie	DE-93-199
2016	S1U200	Universität Stuttgart, Institut für Strahlwerkzeuge	DE-93-200
2016	S1U201	Universität Stuttgart, Institut für Arbeitswissenschaft und Technologiemanagement	DE-93-201
2016	S1U202	Universität Stuttgart, Inst. f. Energiewirtschaft u. Rationelle Energieanwendung	DE-93-202
2016	S1U203	Universität Stuttgart, Institut für Zellbiologie und Immunologie	DE-93-203
2016	S1U204	Universität Stuttgart, Institut für Technische Biochemie	DE-93-204
2016	S1U205	Universität Stuttgart, Institut für Institut für Biomedizinische Genetik - Bibliothek -	DE-93-205
2016	S1U206	Universität Stuttgart, Institut für Bioverfahrenstechnik	DE-93-206
2016	S1U208	Universität Stuttgart, Institut für Flugmechanik und Flugregelung	DE-93-208
2016	S1U209	Universität Stuttgart, Fakultätsbibliothek Architektur und Stadtplanung	DE-93-209
2016	S1U211	Universität Stuttgart, Institut für Materialwissenschaft (IMW), Abteilung für Materialphysik - Bibliothek -	DE-93-211
2016	S1U212	Universität Stuttgart, Institut für Darstellen und Gestalten	DE-93-212
2016	S1U213	Universität Stuttgart, Institut für Materialwissenschaft (IMW), Abteilung Chemische Materialsynthese - Bibliothek -	DE-93-213
2016	S1U216	Universität Stuttgart, Institut für Fertigungstechnologie Keramischer Bauteile	DE-93-216
2016	S1U218	Universität Stuttgart, Heizkraftwerk Pfaffenwald	DE-93-218
2016	S1U219	Universität Stuttgart, Internationales Zentrum für Kultur- und Technikforschung	DE-93-219
2016	S1U220	Universität Stuttgart, Institut für Akustik und Bauphysik (IABP), Abteilung Ganzheitliche Bilanzierung (GaBi) - Bibliothek -	DE-93-220
2016	S1U221	Universität Stuttgart, Höchstleistungsrechenzentrum Stuttgart	DE-93-221
2016	S1U222	Universität Stuttgart, Institut für Systemtheorie und Regelungstechnik	DE-93-222
2016	S1U223	Universität Stuttgart, Institut für Großflächige Mikroelektronik (IGM)	DE-93-223
2016	S1U224	Universität Stuttgart, Institut für Energieeffizienz in der Produktion	DE-93-224
2017	BSZ	Bibliotheksservice-Zentrum	DE-576
2017	KNBSZB	Bibliothek des BSZ / Handbibliotheken der Mitarbeiter	DE-576-1
2018	KALB	Badische Landesbibliothek	DE-31
2019	INIXTH	Theologische Literaturdokumentationen Innsbruck	
2019	K1IXTH	Erzbischöfliche Diözesan- und Dombibliothek Köln – Kooperation IxTheo	
2019	LSIXTH	Bibliographie biblique informatisée de Lausanne	
2019	MSIXTH	Datenbank Kanonisches Recht	
2019	TUIXTH	Index theologicus (IxTheo) der Universitätsbibliothek Tübingen	DE-Tue135
2019	WUIXTH	Augustinus-Literaturdatenbank	
2020	C1UB	Universitätsbibliothek Chemnitz	DE-Ch1
2021	ULUB	Kommunikations- u. Informationszentrum Universität Ulm (kiz)	DE-289
2023	KABV	Bundesverfassungsgericht	DE-Ka26
2024	HDBSXR	Max-Planck-Institut für ausländisches öffentliches Recht und Völkerrecht, Heidelberg	DE-B208
2025	FR129	Pädagogische Hochschule Freiburg	DE-Frei129
2026	S2U110	Universität Hohenheim, Institut für Angewandte Mathematik und Statistik	DE-100-110
2026	S2U120	Universität Hohenheim, Institut für Physik und Meteorologie 	DE-100-120
2026	S2U130	Universität Hohenheim, Institut für Chemie	DE-100-130
2026	S2U140	Universität Hohenheim, Institut für Ernährungswissenschaften	DE-100-140
2026	S2U150	Universität Hohenheim, Institut für Lebensmittelwissenschaft und Biotechnologie	DE-100-150
2026	S2U152	Universität Hohenheim, Forschungs- und Lehrmolkerei 	DE-100-152
2026	S2U170	Universität Hohenheim, Institut für Lebensmittelchemie 	DE-100-170
2026	S2U180	Universität Hohenheim, Institut für Ernährungsmedizin	DE-100-180
2026	S2U190	Universität Hohenheim, Institut für Biologie	DE-100-190
2026	S2U309	Universität Hohenheim, Zentrum Ökologischer Landbau, Bibliothek	DE-100-309
2026	S2U310	Universität Hohenheim, Institut für Bodenkunde und Standortslehre	DE-100-310
2026	S2U320	Universität Hohenheim, Institut für Landschafts- und Pflanzenökologie	DE-100-320
2026	S2U340	Universität Hohenheim, Institut für Kulturpflanzenwissenschaften 	DE-100-340
2026	S2U350	Universität Hohenheim, Inst. f. Pflanzenzücht., Saatgutforsch. u. Populationsgenetik	DE-100-350
2026	S2U360	Universität Hohenheim, Institut für Phytomedizin	DE-100-360
2026	S2U400	Versuchsstation Agrarwissenschaften der Universität Hohenheim, Bibliothek	DE-100-400
2026	S2U401	Universität Hohenheim, Versuchsstation Agrarwissenschaften, Standort Hohenheim (mit den Betriebsteilen Meiereihof, Heidfeldhof, Kleinhohenheim und Eckartweier) - Bibliothek -	DE-100-401
2026	S2U402	Universität Hohenheim, Teilstation für Tierhaltung, Tierzüchtung und Kleintierzucht	DE-100-402
2026	S2U403	Universität Hohenheim, Versuchsstation Agrarwissenschaften, Standort Ihinger Hof	DE-100-403
2026	S2U410	Universität Hohenheim, Institut für landwirtschaftliche Betriebslehre	DE-100-410
2026	S2U420	Universität Hohenheim, Institut für Agrarpolitik u. landwirtschaftliche Marktlehre	DE-100-420
2026	S2U421	Universität Hohenheim, Forschungsstelle für Genossenschaftswesen	DE-100-421
2026	S2U430	Universität Hohenheim, Institut für Sozialwissenschaften des Agrarbereichs	DE-100-430
2026	S2U440	Universität Hohenheim, Institut für Agrartechnik	DE-100-440
2026	S2U460	Universität Hohenheim, Inst. f. Umwelt- u. Tierhygiene sowie Tiermedizin mit Tierklinik	DE-100-460
2026	S2U461	Universität Hohenheim, Tierklinik	DE-100-461
2026	S2U490	Universität Hohenheim, Institut für Agrar- u. Sozialökonomie in d. Tropen u. Subtropen	DE-100-490
2026	S2U502	Universität Hohenheim, Forschungsstelle Glücksspiel	DE-100-502
2026	S2U505	Archiv der Universität Hohenheim	DE-100-505
2026	S2U510	Universität Hohenheim, Institut für Financial Management	DE-100-510
2026	S2U520	Universität Hohenheim, Institut für Volkswirtschaftslehre	DE-100-520
2026	S2U530	Universität Hohenheim, Institut für Health Care & Public Management	DE-100-530
2026	S2U540	Universität Hohenheim, Institut für Kommunikationswissenschaft	DE-100-540
2026	S2U550	Universität Hohenheim, Institut für Rechtswissenschaften	DE-100-550
2026	S2U560	Universität Hohenheim, Institut für Bildung, Arbeit und Gesellschaft	DE-100-560
2026	S2U570	Universität Hohenheim, Institut für Marketing & Management	DE-100-570
2026	S2U580	Universität Hohenheim: Institut für Wirtschaftsinformatik	DE-100-580
2026	S2U640	Universität Hohenheim, Core Facility Hohenheim, Bibliothek	DE-100-640
2026	S2U650	Universität Hohenheim, Deutsches Landwirtschaftsmuseum	DE-100-650
2026	S2U670	Universität Hohenheim, Zentrale Einrichtung für Biologische und Biomedizinische Forschung mit Tierhaltung	DE-100-670
2026	S2U720	Universität Hohenheim, Landessaatzuchtanstalt	DE-100-720
2026	S2U730	Universität Hohenheim, Landesanstalt für Bienenkunde	DE-100-730
2026	S2U761	Stuttgart, Universität Hohenheim, Geschäftsstelle Bioökonomie Hohenheim, Bibliothek	DE-100-761
2026	S2U772	Universität Hohenheim, Hohenheimer Gärten, Bibliothek	DE-100-772
2026	S2U791	Universität Hohenheim, Food Security Center, Bibliothek	DE-100-791
2026	S2U900	Universität Hohenheim, Universitätsverwaltung - Bibliothek	DE-100-900
2026	S2UB	Kommunikations-, Informations- und Medienzentrum (KIM) der Universität Hohenheim	DE-100
2027	FGBA	Universitätsbibliothek der TU Bergakademie Freiberg	DE-105
2028	S2UBHO	Universitätsbibliographie Hohenheim	
2030	MZUB	Universitätsbibliothek Mainz	DE-77
2031	S2LGPH	Pädagogische Hochschule Ludwigsburg	DE-Lg1
2032	ULWS	Stadtbibliothek Ulm	DE-122
2033	KABG	Bundesgerichtshof	DE-208
